Attrition,BusinessTravel_Travel_Frequently,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,OverTime_Yes,EnvironmentSatisfaction,JobInvolvement,JobSatisfaction,MonthlyIncome,YearsAtCompany,YearsSinceLastPromotion
0,False,False,False,False,False,False,False,True,False,True,False,True,0.2545,-1.0258,1.1529,-0.4983,-0.8175,-0.6789
0,True,False,False,False,False,True,False,False,False,False,True,True,-1.5752,0.3795,1.1529,1.4773,1.3045,1.8037
0,True,False,False,False,False,False,False,True,False,True,False,False,-0.6603,0.3795,-1.5674,0.545,0.3251,-0.3686
0,False,False,True,False,False,False,False,False,False,True,False,True,0.2545,0.3795,-1.5674,-0.5287,-0.8175,-0.0583
0,False,False,True,False,False,False,False,False,False,False,False,False,1.1694,0.3795,1.1529,-0.1249,-0.0013,-0.3686
0,False,False,False,False,True,False,False,False,False,False,False,False,-1.5752,-1.0258,0.2461,-0.1083,-0.0013,-0.6789
0,False,False,False,False,True,False,False,False,False,True,False,True,-1.5752,0.3795,1.1529,-0.0724,0.3251,1.4934
0,True,False,True,False,False,False,False,False,False,False,True,False,1.1694,0.3795,1.1529,-0.8702,0.4883,2.114
0,False,False,False,False,False,True,False,False,False,False,False,True,-0.6603,-1.0258,0.2461,2.5992,3.2632,3.3553
0,False,False,False,False,False,False,False,True,False,False,True,False,-1.5752,0.3795,-1.5674,0.2409,2.2838,1.4934
0,False,False,False,False,False,False,False,False,False,False,False,False,0.2545,0.3795,0.2461,0.7632,1.6309,3.045
0,False,False,False,True,False,False,False,False,False,False,False,True,1.1694,0.3795,0.2461,1.753,-0.3278,-0.6789
0,True,False,False,False,True,False,False,False,False,False,True,False,-0.6603,-1.0258,-0.6606,-0.0008,-0.1646,-0.6789
0,False,False,False,False,False,False,True,False,False,False,False,False,-0.6603,0.3795,-1.5674,0.6842,-0.9807,-0.6789
0,True,False,False,False,False,False,True,False,False,True,False,False,-0.6603,0.3795,-1.5674,-0.9152,-0.6542,-0.3686
1,False,False,False,False,False,False,True,False,False,True,False,True,1.1694,-1.0258,0.2461,-0.6616,-0.9807,-0.6789
0,True,False,False,False,False,False,False,True,False,False,True,False,-1.5752,-1.0258,0.2461,-0.2188,-0.491,-0.3686
0,False,False,False,False,False,False,True,False,False,True,False,False,0.2545,0.3795,-0.6606,-0.8071,-0.3278,-0.6789
0,False,False,False,False,False,False,True,False,False,False,True,False,0.2545,0.3795,-0.6606,-0.85,-0.9807,-0.3686
0,False,False,False,False,False,False,True,False,False,True,False,False,-0.6603,0.3795,-0.6606,-0.0601,0.4883,-0.6789
0,False,False,True,False,False,False,False,False,False,True,False,False,-0.6603,1.7849,1.1529,-0.736,-0.9807,-0.6789
0,False,False,False,False,True,False,False,False,False,False,True,False,0.2545,0.3795,1.1529,-0.4416,0.6516,-0.3686
0,False,False,False,False,False,False,False,True,False,False,True,False,0.2545,-1.0258,-1.5674,-0.4654,1.3045,-0.0583
0,False,False,False,False,False,True,False,False,False,True,False,True,1.1694,0.3795,-1.5674,1.4321,-1.1439,-0.6789
0,False,False,False,False,False,True,False,False,False,False,True,False,-1.5752,0.3795,0.2461,1.5211,-0.3278,-0.6789
0,False,True,False,False,False,False,False,False,False,False,False,True,-0.6603,0.3795,-0.6606,-0.3148,-0.491,-0.6789
0,False,False,True,False,False,False,False,False,False,True,False,True,1.1694,-1.0258,1.1529,-0.2925,0.4883,0.2521
0,False,False,False,False,False,False,True,False,False,False,True,False,-0.6603,-1.0258,0.2461,-0.774,-0.1646,-0.6789
0,False,False,False,False,False,False,False,True,False,True,False,False,-1.5752,0.3795,1.1529,0.7936,-0.9807,-0.3686
0,False,False,False,False,False,False,True,False,False,False,False,True,-0.6603,-2.4312,1.1529,-0.2494,0.978,-0.3686
0,False,False,False,False,True,False,False,False,False,True,False,False,-1.5752,0.3795,-0.6606,-0.4626,-0.3278,-0.3686
0,False,False,False,False,True,False,False,False,False,False,True,False,1.1694,-2.4312,1.1529,0.1608,-0.1646,-0.6789
0,False,False,False,False,False,False,False,False,True,False,False,False,0.2545,0.3795,-1.5674,-0.8881,-1.1439,-0.6789
0,False,False,True,False,False,False,False,False,False,True,False,False,1.1694,0.3795,1.1529,-0.9405,-0.491,-0.6789
0,False,False,False,False,False,False,False,False,False,True,False,False,0.2545,-1.0258,1.1529,-0.4994,0.6516,2.4243
1,False,False,False,False,False,False,False,True,False,False,True,False,0.2545,-1.0258,1.1529,0.6619,0.3251,0.5624
0,True,False,False,False,False,False,False,False,False,True,False,False,0.2545,-1.0258,-0.6606,1.4869,2.447,2.7347
0,False,False,False,False,False,False,False,True,False,False,True,True,0.2545,0.3795,1.1529,-0.2256,0.4883,-0.3686
0,False,False,False,False,False,False,False,True,False,False,False,True,0.2545,-1.0258,-0.6606,-0.2748,0.6516,-0.0583
0,True,False,False,False,False,False,False,False,False,True,False,True,0.2545,-1.0258,-1.5674,0.8857,0.4883,2.114
0,False,False,False,False,False,False,False,True,False,False,True,False,-0.6603,0.3795,0.2461,-0.3171,0.6516,0.8727
0,False,False,False,False,False,True,False,False,False,True,False,False,-1.5752,0.3795,0.2461,1.4966,-0.491,-0.6789
0,False,False,False,False,False,False,False,True,False,True,False,False,-1.5752,0.3795,0.2461,-0.3194,-0.6542,-0.6789
0,False,False,False,False,False,False,False,True,False,True,False,False,-0.6603,0.3795,0.2461,-0.4847,-0.3278,-0.6789
0,False,False,False,False,False,False,False,True,False,False,True,False,1.1694,0.3795,0.2461,1.5652,4.8954,-0.3686
0,False,False,True,False,False,False,False,False,False,True,False,False,-0.6603,0.3795,-0.6606,-0.9475,-0.6542,-0.3686
1,False,True,False,False,False,False,False,False,False,False,False,True,0.2545,0.3795,-1.5674,-0.9409,-0.6542,-0.6789
0,False,False,False,False,False,False,True,False,False,False,True,False,1.1694,0.3795,-1.5674,-0.7534,-0.9807,-0.6789
1,True,False,True,False,False,False,False,False,False,False,True,True,1.1694,-1.0258,1.1529,-0.7598,-0.9807,-0.3686
0,False,False,False,False,False,False,True,False,False,False,True,False,-1.5752,0.3795,0.2461,-0.3598,1.4677,-0.0583
0,False,False,False,False,False,False,False,False,False,False,False,False,0.2545,-1.0258,1.1529,-0.2846,-0.9807,-0.6789
0,False,False,False,True,False,False,False,False,False,True,False,False,0.2545,-1.0258,1.1529,2.6213,-0.6542,-0.0583
0,True,False,False,False,False,True,False,False,False,True,False,True,-1.5752,0.3795,-0.6606,2.4786,0.1619,-0.6789
1,False,False,False,False,False,False,False,True,False,False,True,True,0.2545,-1.0258,0.2461,-0.1612,-0.1646,-0.6789
0,False,False,False,False,False,False,True,False,False,True,False,False,1.1694,-1.0258,1.1529,-0.7676,-0.8175,-0.0583
0,False,False,True,False,False,False,False,False,False,False,True,False,-0.6603,0.3795,1.1529,-0.7714,-1.1439,-0.6789
0,True,False,False,False,False,False,False,False,False,False,True,False,-1.5752,-1.0258,-1.5674,0.2084,0.978,3.045
1,True,False,True,False,False,False,False,False,False,False,True,True,-1.5752,-2.4312,0.2461,-0.0911,0.3251,-0.6789
0,False,False,False,True,False,False,False,False,False,False,True,True,1.1694,1.7849,1.1529,2.2993,-0.3278,0.5624
0,False,False,True,False,False,False,False,False,False,True,False,False,-0.6603,0.3795,0.2461,-0.792,-0.3278,-0.3686
0,False,False,False,False,False,False,True,False,False,False,False,False,0.2545,-1.0258,-0.6606,-0.4244,-0.9807,-0.6789
0,False,False,False,False,False,False,False,True,False,False,True,False,0.2545,0.3795,1.1529,0.1965,-0.3278,-0.3686
0,False,False,False,True,False,False,False,False,False,False,True,False,0.2545,-1.0258,-1.5674,1.0892,0.6516,0.8727
0,True,False,False,False,False,False,False,True,False,True,False,False,-0.6603,0.3795,1.1529,0.6871,0.3251,-0.0583
0,False,False,True,False,False,False,False,False,False,False,False,False,-1.5752,0.3795,1.1529,-0.7791,-0.9807,-0.6789
0,True,False,False,True,False,False,False,False,False,True,False,True,0.2545,0.3795,1.1529,2.2209,2.9367,0.5624
0,True,False,False,False,False,False,True,False,False,False,False,False,-1.5752,-2.4312,0.2461,-0.8262,0.4883,-0.6789
0,False,False,False,False,False,False,False,True,False,True,False,False,0.2545,0.3795,-0.6606,-0.0758,-0.0013,-0.6789
1,False,False,False,False,False,False,True,False,False,True,False,True,-0.6603,0.3795,-0.6606,-0.3271,-0.3278,0.5624
0,False,False,False,False,False,True,False,False,False,False,True,False,-1.5752,0.3795,0.2461,2.7685,2.1206,3.976
1,False,False,False,False,False,False,False,True,False,True,False,True,-0.6603,-2.4312,0.2461,-0.0703,-0.0013,1.4934
0,False,False,False,False,False,False,True,False,False,True,False,False,0.2545,-1.0258,-0.6606,-0.8783,-0.3278,0.5624
1,False,False,False,False,False,False,False,False,False,True,False,False,1.1694,0.3795,1.1529,0.8091,5.3851,3.976
1,False,False,False,False,False,False,False,False,True,False,True,True,1.1694,0.3795,0.2461,-1.0255,-1.1439,-0.6789
0,False,False,True,False,False,False,False,False,False,True,False,False,0.2545,0.3795,1.1529,-0.8454,-0.8175,-0.0583
0,False,False,False,False,True,False,False,False,False,True,False,False,0.2545,0.3795,-1.5674,0.0136,1.3045,0.8727
0,True,False,False,False,False,False,True,False,False,False,True,False,-0.6603,1.7849,0.2461,-0.3747,-0.6542,-0.3686
0,True,False,False,False,False,False,False,True,False,False,True,False,0.2545,0.3795,1.1529,0.5746,-0.8175,-0.0583
1,False,False,False,False,False,False,False,True,False,True,False,True,-0.6603,-2.4312,0.2461,-0.4129,-0.8175,-0.0583
0,False,False,False,False,False,False,False,True,False,False,False,True,0.2545,0.3795,0.2461,0.3581,0.3251,-0.6789
0,False,True,False,False,False,False,False,False,False,True,False,False,0.2545,0.3795,0.2461,-0.7564,0.1619,0.8727
0,False,False,False,False,True,False,False,False,False,False,False,False,-0.6603,0.3795,-0.6606,-0.3318,-0.6542,-0.6789
1,True,False,False,False,True,False,False,False,False,False,True,False,-1.5752,-2.4312,1.1529,0.8809,-0.491,-0.6789
0,False,False,False,False,False,False,False,True,False,True,False,False,1.1694,-1.0258,0.2461,-0.1276,1.3045,0.8727
0,False,False,False,False,False,False,False,True,False,True,False,False,-1.5752,-1.0258,0.2461,0.4537,-0.8175,-0.0583
0,False,True,False,False,False,False,False,False,False,True,False,True,0.2545,0.3795,1.1529,-0.0331,0.6516,0.5624
1,False,False,True,False,False,False,False,False,False,False,True,False,-1.5752,0.3795,-1.5674,-0.4892,-0.3278,-0.6789
0,False,False,False,False,False,False,True,False,False,False,True,False,0.2545,0.3795,1.1529,-0.648,-0.1646,-0.6789
0,False,False,False,False,False,False,True,False,False,False,True,True,1.1694,0.3795,0.2461,-0.4643,-0.6542,-0.0583
0,False,False,False,False,False,False,True,False,False,False,True,False,-1.5752,0.3795,0.2461,-0.8222,-0.3278,-0.6789
0,True,False,False,False,False,False,False,True,False,False,False,False,1.1694,-2.4312,1.1529,-0.3898,0.1619,-0.6789
0,False,False,False,False,False,False,True,False,False,False,False,False,1.1694,0.3795,-1.5674,-0.7007,-0.6542,-0.0583
0,False,False,True,False,False,False,False,False,False,False,True,False,-0.6603,-1.0258,1.1529,-0.8035,-0.3278,-0.3686
0,True,False,False,True,False,False,False,False,False,False,False,False,1.1694,-1.0258,-1.5674,2.2681,-0.0013,1.4934
0,False,False,True,False,False,False,False,False,False,True,False,False,0.2545,0.3795,-1.5674,-0.9059,-0.3278,-0.3686
0,False,False,True,False,False,False,False,False,False,False,True,False,-0.6603,0.3795,-0.6606,-1.0663,-0.9807,-0.6789
0,True,False,False,False,False,False,True,False,False,False,False,False,-0.6603,0.3795,-0.6606,-0.1907,2.1206,-0.0583
0,False,False,False,False,False,False,False,True,False,True,False,False,0.2545,0.3795,-0.6606,0.1682,0.4883,-0.6789
0,False,False,False,False,False,False,False,False,True,True,False,True,-0.6603,0.3795,0.2461,-0.8915,-0.0013,0.5624
0,False,False,True,False,False,False,False,False,False,False,False,False,-0.6603,0.3795,-0.6606,-0.8825,1.6309,-0.6789
0,True,False,False,False,False,False,False,True,False,False,True,False,-0.6603,0.3795,1.1529,0.53,0.3251,0.2521
0,False,False,False,False,True,False,False,False,False,True,False,False,1.1694,0.3795,0.2461,-0.4639,0.4883,-0.6789
0,False,False,False,False,True,False,False,False,False,True,False,False,-0.6603,-1.0258,0.2461,-0.0788,-0.9807,-0.6789
0,False,False,False,False,False,False,True,False,False,True,False,True,-0.6603,-1.0258,-0.6606,-0.6706,-0.9807,-0.6789
0,False,False,False,False,False,False,False,True,False,True,False,False,0.2545,-1.0258,1.1529,0.9244,0.8148,-0.0583
0,True,False,False,False,False,False,False,False,True,True,False,False,0.2545,0.3795,0.2461,-0.9074,-0.491,-0.3686
0,False,False,False,False,False,False,True,False,False,True,False,False,0.2545,0.3795,1.1529,-0.8878,-0.8175,-0.0583
0,False,False,False,False,False,False,True,False,False,False,False,False,1.1694,0.3795,-0.6606,-0.9514,-0.8175,-0.0583
0,False,False,False,False,False,False,True,False,False,True,False,False,0.2545,0.3795,1.1529,-0.805,-0.3278,-0.6789
0,False,False,False,False,False,False,False,False,False,False,False,True,0.2545,1.7849,1.1529,0.6236,-0.3278,-0.3686
0,False,False,False,False,False,False,True,False,False,False,False,True,0.2545,-1.0258,0.2461,-0.8362,-0.9807,-0.6789
0,False,False,False,True,False,False,False,False,False,False,True,False,0.2545,0.3795,-0.6606,2.8511,-0.3278,0.5624
0,False,False,False,False,False,False,True,False,False,False,False,False,-1.5752,0.3795,0.2461,-0.8607,0.3251,-0.3686
0,False,False,False,False,False,False,False,True,False,True,False,False,-0.6603,0.3795,1.1529,0.6194,0.4883,1.4934
0,False,False,False,False,False,False,False,True,False,False,True,False,-1.5752,-1.0258,1.1529,0.4637,0.1619,-0.6789
0,False,False,False,False,False,False,True,False,False,False,True,False,0.2545,0.3795,0.2461,-0.736,-0.3278,-0.3686
0,False,False,False,False,False,False,True,False,False,True,False,True,0.2545,0.3795,-0.6606,-0.7317,-0.3278,-0.3686
1,True,False,False,False,False,False,False,False,True,False,True,False,0.2545,-2.4312,-1.5674,-0.8874,-1.1439,-0.6789
0,True,False,True,False,False,False,False,False,False,False,True,False,1.1694,0.3795,-0.6606,-0.9378,0.1619,1.4934
0,False,False,True,False,False,False,False,False,False,False,False,False,0.2545,0.3795,-1.5674,-0.7288,0.8148,1.183
0,False,False,False,False,False,False,False,True,False,False,False,True,0.2545,0.3795,-1.5674,-0.318,-0.3278,-0.6789
0,False,False,False,False,False,False,True,False,False,False,False,True,0.2545,0.3795,-1.5674,-0.4771,-0.8175,-0.0583
0,False,False,False,False,False,False,True,False,False,False,True,False,0.2545,0.3795,1.1529,-0.8502,-0.6542,-0.6789
1,False,False,True,False,False,False,False,False,False,False,True,False,-0.6603,-1.0258,1.1529,-1.1472,-0.9807,-0.3686
0,False,False,False,False,False,False,False,True,False,False,False,False,-0.6603,0.3795,-1.5674,0.839,2.7735,3.976
0,False,False,True,False,False,False,False,False,False,False,True,False,0.2545,0.3795,1.1529,-0.8953,-0.8175,-0.0583
0,False,False,False,False,False,False,True,False,False,True,False,True,0.2545,0.3795,1.1529,-0.5467,-0.491,-0.6789
0,False,False,False,False,False,False,True,False,False,False,True,False,1.1694,0.3795,-0.6606,-0.8904,-0.6542,-0.3686
1,False,False,False,False,False,False,False,False,True,False,True,True,-0.6603,0.3795,-0.6606,-0.7143,-0.491,-0.6789
0,False,False,True,False,False,False,False,False,False,True,False,False,0.2545,-1.0258,0.2461,-0.5975,-0.6542,-0.6789
0,False,False,False,False,True,False,False,False,False,False,False,False,1.1694,1.7849,-1.5674,-0.4361,-0.491,-0.3686
0,False,False,False,False,False,False,True,False,False,True,False,False,1.1694,0.3795,-0.6606,-0.7959,0.1619,-0.3686
0,False,False,False,True,False,False,False,False,False,True,False,False,1.1694,0.3795,0.2461,2.6615,2.1206,2.114
0,False,False,False,False,False,True,False,False,False,False,True,False,0.2545,1.7849,-0.6606,2.5954,2.7735,-0.0583
0,True,False,False,False,True,False,False,False,False,True,False,False,1.1694,-1.0258,0.2461,0.6466,0.4883,-0.3686
0,False,False,False,False,False,False,False,False,False,False,True,False,1.1694,0.3795,-0.6606,1.5359,-0.0013,-0.3686
0,False,False,False,True,False,False,False,False,False,True,False,False,0.2545,-1.0258,0.2461,2.8667,4.2425,2.7347
0,False,False,False,False,False,False,True,False,False,False,True,False,1.1694,0.3795,-0.6606,-0.8972,-0.0013,-0.6789
1,False,False,False,False,True,False,False,False,False,True,False,True,-0.6603,-1.0258,0.2461,-0.1247,-0.9807,-0.6789
0,False,False,False,False,False,False,True,False,False,False,False,False,1.1694,1.7849,1.1529,-0.9375,-0.3278,-0.0583
0,False,False,False,True,False,False,False,False,False,True,False,False,-1.5752,-1.0258,1.1529,2.1855,2.1206,2.7347
0,False,False,False,False,False,False,True,False,False,True,False,True,-0.6603,1.7849,-1.5674,-0.6242,0.1619,-0.3686
0,True,False,True,False,False,False,False,False,False,False,True,False,-0.6603,0.3795,-0.6606,-0.4414,-0.1646,-0.3686
0,False,False,False,False,True,False,False,False,False,False,False,False,0.2545,0.3795,0.2461,-0.2629,-0.3278,-0.6789
0,False,False,False,False,True,False,False,False,False,True,False,False,1.1694,0.3795,0.2461,0.0106,-0.9807,-0.6789
0,False,False,False,False,True,False,False,False,False,True,False,False,1.1694,0.3795,1.1529,-0.0514,-0.0013,-0.3686
0,True,False,False,False,True,False,False,False,False,True,False,False,0.2545,-1.0258,-1.5674,-0.4683,-0.8175,-0.0583
0,False,False,False,False,True,False,False,False,False,False,False,True,1.1694,0.3795,1.1529,0.0639,-0.0013,-0.3686
0,True,False,False,False,False,False,True,False,False,False,False,True,1.1694,0.3795,0.2461,-0.5709,-0.3278,-0.0583
0,False,False,True,False,False,False,False,False,False,True,False,True,0.2545,0.3795,1.1529,-0.7991,-0.0013,0.2521
1,False,False,False,False,False,False,False,False,False,True,False,True,-0.6603,0.3795,-1.5674,0.0361,-0.9807,-0.6789
1,False,False,False,False,False,False,False,True,False,True,False,False,-0.6603,0.3795,1.1529,0.2413,0.4883,-0.3686
0,False,False,False,False,False,False,True,False,False,False,False,True,1.1694,1.7849,-0.6606,-0.8868,-0.491,-0.0583
0,True,False,True,False,False,False,False,False,False,False,True,False,-0.6603,0.3795,1.1529,-0.924,0.1619,-0.3686
0,False,False,False,False,False,False,False,False,False,True,False,False,1.1694,-1.0258,1.1529,-0.3456,-0.6542,-0.6789
0,False,False,False,False,False,False,False,False,False,False,False,False,1.1694,0.3795,-1.5674,0.6145,-0.491,-0.6789
1,False,False,False,False,False,False,False,True,False,True,False,False,1.1694,-2.4312,1.1529,0.8278,1.1412,2.114
0,False,False,False,False,True,False,False,False,False,False,True,False,0.2545,-1.0258,0.2461,0.4187,0.6516,0.8727
0,True,False,False,False,False,False,False,True,False,False,True,False,1.1694,0.3795,0.2461,0.7388,-0.0013,-0.6789
0,False,False,False,False,False,True,False,False,False,True,False,False,-0.6603,-1.0258,-0.6606,1.2717,0.4883,0.5624
1,False,False,False,False,False,False,True,False,False,False,True,True,1.1694,0.3795,-1.5674,-0.8169,-0.3278,-0.6789
0,False,False,False,True,False,False,False,False,False,False,True,True,1.1694,0.3795,1.1529,1.5056,-0.9807,-0.6789
1,True,False,False,False,False,False,False,True,False,False,True,False,0.2545,-1.0258,-1.5674,0.041,-0.1646,-0.6789
1,False,False,False,False,False,False,True,False,False,False,True,False,0.2545,0.3795,0.2461,-0.9441,-0.1646,-0.3686
0,False,False,False,False,False,False,False,True,False,False,True,False,1.1694,-1.0258,1.1529,0.5017,1.9574,3.045
0,False,False,False,False,False,False,False,True,False,True,False,False,1.1694,0.3795,-1.5674,-0.1196,-0.1646,-0.6789
0,False,False,True,False,False,False,False,False,False,False,True,False,1.1694,0.3795,-0.6606,-0.1251,0.978,0.2521
0,False,False,False,False,False,False,True,False,False,True,False,False,0.2545,-1.0258,-0.6606,-0.8243,-0.6542,-0.3686
0,True,False,False,False,False,True,False,False,False,False,False,True,-0.6603,0.3795,1.1529,1.2069,0.4883,-0.6789
0,False,False,False,False,False,False,False,True,False,False,False,False,-1.5752,0.3795,0.2461,0.8722,1.4677,0.8727
0,False,False,False,False,True,False,False,False,False,True,False,False,0.2545,-2.4312,0.2461,-0.4584,-0.3278,-0.3686
0,False,False,False,False,False,False,True,False,False,True,False,False,0.2545,-1.0258,1.1529,-0.9189,-0.9807,-0.6789
0,True,False,False,False,False,False,False,False,True,False,False,False,-1.5752,0.3795,1.1529,-0.788,0.3251,0.8727
0,True,False,False,False,False,False,False,True,False,True,False,False,-0.6603,0.3795,1.1529,0.3006,0.6516,0.5624
0,True,False,False,False,False,False,False,True,False,False,True,False,0.2545,0.3795,0.2461,0.4856,0.4883,-0.6789
1,False,False,False,False,False,False,True,False,False,False,True,True,0.2545,-1.0258,1.1529,-0.8738,-0.491,-0.6789
